Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
12,22.0,3.0,13.0,1.0,0,6,Kuala Lumpur,NHPC,644,8.7,5602.799999999999
18,22.0,0.0,20.0,1.0,0,10,Kuantan,TransRail Lighting,497,8.9,4423.3
21,23.0,1.0,20.0,1.0,0,6,Batu Pahat,NLC India,539,8.8,4743.200000000001
10,17.0,0.0,7.0,1.0,0,10,Kuantan,Unitech Power Transmission Ltd.,411,8.9,3657.9
5,21.0,1.0,4.0,1.0,0,3,Kuching,CESC,476,9.3,4426.8
13,23.0,1.0,19.0,1.0,0,1,Kuala Terengganu,GE T&D India Limited,511,9.2,4701.2
18,22.0,2.0,4.0,12.0,0,12,Shah Alam,Reliance Power,632,7.7,4866.400000000001
7,20.0,2.0,11.0,1.0,0,12,Batu Pahat,Guj Ind Power,460,8.8,4048.000000000001
22,22.0,2.0,17.0,1.0,0,3,Johor Bahru,Orient Green,576,8.1,4665.599999999999
9,23.0,1.0,20.0,1.0,0,2,Kuala Lumpur,Jaiprakash Power,494,8.7,4297.799999999999
23,23.0,3.0,21.0,1.0,0,1,Kuala Lumpur,Sterlite Power Transmission Ltd,582,8.7,5063.4
9,21.0,1.0,11.0,1.0,0,1,Alor Setar,TransRail Lighting,322,7.9,2543.8
9,17.0,2.0,7.0,1.0,0,4,Kuala Terengganu,Adani Power Ltd.,316,9.2,2907.2
12,22.0,1.0,6.0,1.0,0,12,Batu Pahat,GE T&D India Limited,431,8.8,3792.8
8,17.0,0.0,21.0,1.0,0,12,Petaling Jaya,NLC India,435,9.1,3958.5
20,23.0,3.0,4.0,1.0,0,2,Muar,Indowind Energy,465,8.2,3813.0
21,23.0,3.0,11.0,1.0,0,3,Muar,Indowind Energy,630,8.2,5166.0
23,23.0,0.0,16.0,1.0,0,8,Kuching,Jyoti Structure,516,9.3,4798.8
7,18.0,2.0,4.0,1.0,0,9,Batu Pahat,Reliance Power,438,8.8,3854.4
12,23.0,2.0,22.0,1.0,0,1,Ipoh,CESC,648,7.6,4924.8
23,22.0,3.0,21.0,1.0,0,7,Johor Bahru,GE T&D India Limited,781,8.1,6326.099999999999
12,23.0,0.0,13.0,12.0,0,7,Subang Jaya,SJVN Ltd.,516,7.8,4024.8
10,18.0,1.0,21.0,1.0,0,12,Melaka,NTPC Pvt. Ltd.,530,8.5,4505.0
10,21.0,3.0,15.0,1.0,0,3,Batu Pahat,Reliance Power,520,8.8,4576.0
19,23.0,3.0,14.0,1.0,0,1,Alor Setar,Ringfeder Power Transmission India Pvt. Ltd.,593,7.9,4684.7
23,23.0,0.0,4.0,1.0,0,9,Johor Bahru,KEC International,360,8.1,2916.0
7,18.0,0.0,6.0,7.0,0,6,Kuantan,GE T&D India Limited,220,8.9,1958.0
11,22.0,3.0,5.0,1.0,0,11,Ipoh,Neueon Towers / Sujana Towers Ltd.,553,7.6,4202.8
8,20.0,3.0,18.0,1.0,0,8,Melaka,NHPC,568,8.5,4828.0
18,22.0,0.0,14.0,1.0,0,2,Johor Bahru,NHPC,429,8.1,3474.9
19,22.0,1.0,5.0,1.0,0,4,Klang,Indowind Energy,578,8.3,4797.400000000001
15,22.0,2.0,13.0,1.0,0,11,Seremban,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",438,7.4,3241.2000000000003
18,22.0,2.0,12.0,1.0,0,7,Johor Bahru,Unitech Power Transmission Ltd.,656,8.1,5313.599999999999
22,23.0,3.0,10.0,1.0,0,4,Batu Pahat,Reliance Energy,717,8.8,6309.6
11,23.0,3.0,18.0,12.0,0,9,Kuala Lumpur,L&T Transmission & Distribution,751,8.7,6533.7
23,23.0,2.0,11.0,1.0,0,9,Kuala Lumpur,Optibelt Power Transmission India Private Limited,661,8.7,5750.7
20,23.0,2.0,12.0,1.0,0,8,Batu Pahat,Indowind Energy,708,8.8,6230.400000000001
17,23.0,2.0,9.0,1.0,0,12,Subang Jaya,Unitech Power Transmission Ltd.,451,7.8,3517.8
20,22.0,3.0,17.0,1.0,0,4,Petaling Jaya,Guj Ind Power,549,9.1,4995.9
13,22.0,1.0,17.0,1.0,0,6,Kuantan,Optibelt Power Transmission India Private Limited,418,8.9,3720.2
16,23.0,0.0,21.0,1.0,0,5,Alor Setar,KEC International,690,7.9,5451.0
15,23.0,1.0,22.0,1.0,0,3,Muar,NLC India,525,8.2,4305.0
6,20.0,1.0,7.0,1.0,0,1,Muar,Sterlite Power Transmission Ltd,400,8.2,3279.9999999999995
23,22.0,3.0,10.0,1.0,0,2,Kota Kinabalu,GE T&D India Limited,618,8.4,5191.2
22,22.0,3.0,18.0,1.0,0,4,Subang Jaya,NTPC Pvt. Ltd.,628,7.8,4898.4
15,23.0,3.0,21.0,1.0,0,11,Kuantan,NLC India,584,8.9,5197.6
5,20.0,3.0,17.0,1.0,0,9,Johor Bahru,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,411,8.1,3329.1
7,18.0,2.0,20.0,7.0,0,6,Batu Pahat,Bonfiglioli Transmission Pvt. Ltd.,615,8.8,5412.0
5,22.0,2.0,8.0,1.0,0,2,Kuantan,Jyoti Structure,313,8.9,2785.7000000000003
10,17.0,2.0,18.0,1.0,0,11,Shah Alam,SJVN Ltd.,491,7.7,3780.7
5,17.0,2.0,13.0,1.0,0,1,Seremban,SJVN Ltd.,407,7.4,3011.8
16,22.0,2.0,4.0,1.0,0,1,Alor Setar,KEC International,426,7.9,3365.4
22,23.0,1.0,3.0,12.0,0,1,Kuala Terengganu,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",667,9.2,6136.4
14,22.0,2.0,14.0,1.0,0,6,Kuala Terengganu,Orient Green,410,9.2,3772.0
19,22.0,2.0,15.0,12.0,0,6,Seremban,JSW Energy Ltd.,662,7.4,4898.8
6,17.0,2.0,8.0,1.0,0,4,Melaka,Torrent Power Ltd.,473,8.5,4020.5
17,22.0,2.0,5.0,12.0,0,2,Seremban,NTPC Pvt. Ltd.,448,7.4,3315.2000000000003
18,22.0,0.0,3.0,1.0,0,6,Kuala Lumpur,Bonfiglioli Transmission Pvt. Ltd.,351,8.7,3053.7
12,23.0,2.0,4.0,1.0,0,2,Kuala Lumpur,Guj Ind Power,363,8.7,3158.1
6,17.0,3.0,7.0,1.0,0,9,Kuching,Optibelt Power Transmission India Private Limited,324,9.3,3013.2000000000003
23,23.0,0.0,9.0,12.0,0,8,Subang Jaya,NHPC,556,7.8,4336.8
19,23.0,1.0,7.0,12.0,0,6,Seremban,Indowind Energy,579,7.4,4284.6
9,17.0,3.0,17.0,1.0,0,6,Muar,NHPC,498,8.2,4083.6
21,22.0,3.0,3.0,1.0,0,6,Shah Alam,NLC India,409,7.7,3149.3
12,22.0,1.0,15.0,1.0,0,11,Petaling Jaya,Power Grid Corp,564,9.1,5132.4
22,22.0,2.0,21.0,12.0,0,8,Kuala Terengganu,GE T&D India Limited,856,9.2,7875.2
10,18.0,3.0,12.0,1.0,0,5,Kuantan,Kalpataru Power,548,8.9,4877.2
15,22.0,1.0,14.0,1.0,0,11,Johor Bahru,Kalpataru Power,433,8.1,3507.3
11,22.0,2.0,9.0,1.0,0,7,Muar,Sterlite Power Transmission Ltd,405,8.2,3320.9999999999995
17,23.0,1.0,19.0,12.0,0,2,Johor Bahru,Sterlite Power Transmission Ltd,600,8.1,4860.0
10,19.0,1.0,6.0,1.0,0,7,Seremban,L&T Transmission & Distribution,341,7.4,2523.4
23,23.0,1.0,6.0,1.0,0,3,Petaling Jaya,TransRail Lighting,417,9.1,3794.7
12,22.0,2.0,14.0,1.0,0,4,Melaka,Jaiprakash Power,440,8.5,3740.0
9,21.0,0.0,18.0,7.0,0,9,Seremban,Sterlite Power Transmission Ltd,400,7.4,2960.0
20,22.0,2.0,13.0,1.0,0,12,Ipoh,Jaiprakash Power,548,7.6,4164.8
22,22.0,2.0,6.0,1.0,0,8,Alor Setar,Neueon Towers / Sujana Towers Ltd.,514,7.9,4060.6
9,22.0,1.0,7.0,1.0,0,9,Kuala Lumpur,Jaiprakash Power,472,8.7,4106.4
21,22.0,0.0,20.0,1.0,0,6,Ipoh,L&T Transmission & Distribution,671,7.6,5099.599999999999
20,23.0,2.0,13.0,1.0,0,8,Shah Alam,SJVN Ltd.,595,7.7,4581.5
14,22.0,1.0,16.0,1.0,0,8,Alor Setar,Orient Green,629,7.9,4969.1
21,23.0,3.0,18.0,12.0,0,4,Kuching,Kalpataru Power,662,9.3,6156.6
23,23.0,3.0,12.0,1.0,0,2,Kuala Terengganu,GE T&D India Limited,497,9.2,4572.4
15,23.0,1.0,12.0,1.0,0,5,Kuantan,Sunil Hitech Eng,536,8.9,4770.400000000001
8,17.0,1.0,16.0,1.0,0,11,Kuala Lumpur,Neueon Towers / Sujana Towers Ltd.,525,8.7,4567.5
11,23.0,3.0,19.0,1.0,0,5,Kuantan,NLC India,485,8.9,4316.5
6,22.0,1.0,8.0,7.0,0,12,Batu Pahat,Reliance Energy,540,8.8,4752.0
15,23.0,3.0,8.0,1.0,0,10,Petaling Jaya,Sterlite Power Transmission Ltd,580,9.1,5278.0
14,23.0,0.0,10.0,1.0,0,10,Johor Bahru,TransRail Lighting,582,8.1,4714.2
9,22.0,2.0,9.0,1.0,0,8,Muar,Bonfiglioli Transmission Pvt. Ltd.,549,8.2,4501.799999999999
5,23.0,0.0,4.0,1.0,0,10,Kuching,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,236,9.3,2194.8
20,22.0,1.0,12.0,1.0,0,10,Klang,L&T Transmission & Distribution,581,8.3,4822.3
22,22.0,3.0,22.0,12.0,0,8,Alor Setar,NTPC Pvt. Ltd.,720,7.9,5688.0
5,22.0,1.0,4.0,1.0,0,4,Kuala Terengganu,Torrent Power Ltd.,390,9.2,3587.9999999999995
16,23.0,0.0,8.0,1.0,0,4,Ipoh,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,500,7.6,3800.0
15,23.0,2.0,21.0,12.0,0,6,Subang Jaya,CESC,708,7.8,5522.4
17,23.0,2.0,16.0,1.0,0,1,Ipoh,NTPC Pvt. Ltd.,701,7.6,5327.599999999999
9,19.0,3.0,20.0,7.0,0,6,Kota Kinabalu,Jaiprakash Power,723,8.4,6073.2
6,22.0,0.0,3.0,1.0,0,8,Seremban,Unitech Power Transmission Ltd.,429,7.4,3174.6000000000004
5,18.0,0.0,3.0,1.0,0,4,Kuching,SJVN Ltd.,308,9.3,2864.4
14,23.0,2.0,9.0,1.0,0,7,Shah Alam,Kalpataru Power,466,7.7,3588.2000000000003
11,22.0,1.0,7.0,1.0,0,11,Klang,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,439,8.3,3643.7
21,23.0,2.0,22.0,12.0,0,11,Ipoh,Indowind Energy,665,7.6,5054.0
10,19.0,0.0,22.0,7.0,0,9,Muar,JSW Energy Ltd.,390,8.2,3197.9999999999995
18,23.0,3.0,8.0,1.0,0,9,Petaling Jaya,Power Grid Corp,573,9.1,5214.3
23,22.0,2.0,15.0,1.0,0,7,Klang,Orient Green,612,8.3,5079.6
18,22.0,0.0,10.0,12.0,0,10,Kuala Lumpur,NTPC Pvt. Ltd.,557,8.7,4845.9
14,22.0,2.0,17.0,1.0,0,11,Ipoh,Reliance Power,445,7.6,3382.0
14,23.0,3.0,12.0,1.0,0,4,Ipoh,NHPC,422,7.6,3207.2
5,19.0,1.0,21.0,1.0,0,3,Kuantan,Bonfiglioli Transmission Pvt. Ltd.,530,8.9,4717.0
20,22.0,2.0,4.0,12.0,0,10,Kuantan,Adani Power Ltd.,717,8.9,6381.3
15,23.0,1.0,8.0,1.0,0,11,Kuching,NHPC,349,9.3,3245.7000000000003
18,22.0,1.0,4.0,1.0,0,2,Muar,NHPC,403,8.2,3304.6
13,23.0,0.0,11.0,1.0,0,7,Kuching,L&T Transmission & Distribution,526,9.3,4891.8
12,22.0,3.0,16.0,12.0,0,1,Ipoh,Guj Ind Power,626,7.6,4757.599999999999
17,22.0,0.0,8.0,1.0,0,4,Melaka,Ringfeder Power Transmission India Pvt. Ltd.,296,8.5,2516.0
10,23.0,3.0,7.0,1.0,0,6,Seremban,NHPC,511,7.4,3781.4
11,23.0,3.0,21.0,1.0,0,8,Melaka,NLC India,750,8.5,6375.0
6,22.0,1.0,15.0,7.0,0,4,Kuala Terengganu,Reliance Power,455,9.2,4186.0
7,20.0,1.0,21.0,7.0,0,10,Muar,GE T&D India Limited,483,8.2,3960.6
12,23.0,2.0,12.0,1.0,0,11,Kuantan,NHPC,427,8.9,3800.3
19,22.0,0.0,21.0,1.0,0,8,Johor Bahru,CESC,678,8.1,5491.8
8,18.0,1.0,20.0,1.0,0,6,Batu Pahat,Optibelt Power Transmission India Private Limited,534,8.8,4699.200000000001
18,22.0,3.0,12.0,1.0,0,5,Klang,Bonfiglioli Transmission Pvt. Ltd.,613,8.3,5087.900000000001
15,23.0,2.0,12.0,12.0,0,3,Kota Kinabalu,Torrent Power Ltd.,555,8.4,4662.0
19,23.0,1.0,17.0,1.0,0,4,Ipoh,Neueon Towers / Sujana Towers Ltd.,631,7.6,4795.599999999999
15,22.0,3.0,9.0,1.0,0,7,Melaka,NHPC,507,8.5,4309.5
23,23.0,2.0,5.0,1.0,0,12,Muar,Guj Ind Power,452,8.2,3706.4
7,23.0,3.0,12.0,1.0,0,8,Melaka,NTPC Pvt. Ltd.,514,8.5,4369.0
9,18.0,1.0,21.0,7.0,0,3,Melaka,JSW Energy Ltd.,416,8.5,3536.0
19,23.0,2.0,22.0,1.0,0,1,Seremban,Ringfeder Power Transmission India Pvt. Ltd.,647,7.4,4787.8
12,23.0,1.0,19.0,1.0,0,5,Johor Bahru,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",548,8.1,4438.8
9,21.0,1.0,19.0,7.0,0,9,Klang,Bonfiglioli Transmission Pvt. Ltd.,568,8.3,4714.400000000001
18,23.0,1.0,12.0,1.0,0,9,Shah Alam,Adani Power Ltd.,622,7.7,4789.400000000001
20,22.0,0.0,21.0,12.0,0,3,Kuala Terengganu,Adani Power Ltd.,772,9.2,7102.4
22,23.0,2.0,14.0,1.0,0,3,Batu Pahat,Tata Power Company Ltd.,597,8.8,5253.6
7,20.0,0.0,3.0,1.0,0,7,Petaling Jaya,Power Grid Corp,265,9.1,2411.5
12,23.0,2.0,10.0,1.0,0,12,Kuching,KEC International,511,9.3,4752.3
8,23.0,2.0,22.0,1.0,0,6,Kuala Lumpur,SJVN Ltd.,621,8.7,5402.7
8,23.0,1.0,22.0,1.0,0,8,Kuala Lumpur,Sterlite Power Transmission Ltd,570,8.7,4959.0
17,23.0,0.0,12.0,12.0,0,11,Seremban,Ringfeder Power Transmission India Pvt. Ltd.,528,7.4,3907.2
12,23.0,2.0,13.0,1.0,0,3,Subang Jaya,Power Grid Corp,453,7.8,3533.4
17,23.0,2.0,20.0,1.0,0,5,Ipoh,L&T Transmission & Distribution,551,7.6,4187.599999999999
14,22.0,1.0,14.0,1.0,0,8,Kuala Terengganu,Sterlite Power Transmission Ltd,628,9.2,5777.599999999999
23,23.0,3.0,5.0,12.0,0,6,Johor Bahru,Guj Ind Power,744,8.1,6026.4
16,22.0,3.0,16.0,1.0,0,6,Kuala Lumpur,SJVN Ltd.,465,8.7,4045.5
17,22.0,3.0,21.0,1.0,0,3,Kuala Lumpur,L&T Transmission & Distribution,540,8.7,4698.0
14,23.0,3.0,9.0,1.0,0,4,Alor Setar,Neueon Towers / Sujana Towers Ltd.,625,7.9,4937.5
7,19.0,1.0,15.0,1.0,0,3,Shah Alam,NHPC,403,7.7,3103.1
14,22.0,2.0,20.0,12.0,0,3,Kuching,Jaiprakash Power,757,9.3,7040.1
23,22.0,1.0,12.0,12.0,0,3,Alor Setar,GE T&D India Limited,666,7.9,5261.400000000001
17,23.0,3.0,10.0,1.0,0,5,Melaka,NLC India,689,8.5,5856.5
7,19.0,1.0,8.0,7.0,0,1,Subang Jaya,NTPC Pvt. Ltd.,339,7.8,2644.2
18,23.0,0.0,19.0,1.0,0,3,Johor Bahru,Sterlite Power Transmission Ltd,633,8.1,5127.3
10,20.0,3.0,13.0,1.0,0,1,Kuala Terengganu,CESC,542,9.2,4986.4
11,23.0,2.0,3.0,1.0,0,6,Muar,Kalpataru Power,347,8.2,2845.4
21,23.0,1.0,14.0,1.0,0,4,Kuala Terengganu,KEC International,613,9.2,5639.599999999999
14,22.0,2.0,16.0,1.0,0,3,Johor Bahru,Guj Ind Power,433,8.1,3507.3
21,22.0,2.0,9.0,1.0,0,3,Kuching,NHPC,572,9.3,5319.6
18,23.0,2.0,10.0,1.0,0,9,Petaling Jaya,Kalpataru Power,610,9.1,5551.0
22,23.0,0.0,4.0,1.0,0,12,Alor Setar,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),404,7.9,3191.6000000000004
5,23.0,3.0,7.0,1.0,0,12,Kota Kinabalu,Reliance Energy,436,8.4,3662.4
11,22.0,2.0,8.0,12.0,0,7,Subang Jaya,KEC International,537,7.8,4188.599999999999
5,20.0,1.0,9.0,1.0,0,11,Melaka,L&T Transmission & Distribution,273,8.5,2320.5
20,23.0,2.0,3.0,1.0,0,12,Shah Alam,Jyoti Structure,444,7.7,3418.8
15,22.0,0.0,8.0,12.0,0,4,Seremban,KEC International,520,7.4,3848.0
13,23.0,2.0,15.0,12.0,0,5,Kota Kinabalu,SJVN Ltd.,715,8.4,6006.0
9,20.0,1.0,22.0,7.0,0,8,Batu Pahat,Sunil Hitech Eng,630,8.8,5544.0
17,23.0,3.0,21.0,1.0,0,11,Batu Pahat,KEC International,662,8.8,5825.6
22,22.0,1.0,22.0,1.0,0,7,Petaling Jaya,Indowind Energy,683,9.1,6215.3
10,20.0,1.0,4.0,1.0,0,2,Kuala Terengganu,Kalpataru Power,223,9.2,2051.6
22,22.0,3.0,21.0,1.0,0,3,Muar,Adani Power Ltd.,739,8.2,6059.799999999999
10,21.0,1.0,20.0,1.0,0,4,Batu Pahat,Jaiprakash Power,596,8.8,5244.8
5,19.0,2.0,4.0,1.0,0,2,Petaling Jaya,Adani Power Ltd.,330,9.1,3003.0
11,22.0,3.0,8.0,12.0,0,2,Kuching,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,673,9.3,6258.900000000001
21,22.0,0.0,6.0,12.0,0,4,Batu Pahat,Torrent Power Ltd.,637,8.8,5605.6
5,19.0,0.0,12.0,1.0,0,6,Kuching,CESC,224,9.3,2083.2000000000003
10,23.0,0.0,13.0,1.0,0,4,Subang Jaya,KEC International,316,7.8,2464.8
17,22.0,2.0,9.0,1.0,0,11,Kuching,SJVN Ltd.,414,9.3,3850.2
14,22.0,1.0,20.0,1.0,0,2,Batu Pahat,GE T&D India Limited,474,8.8,4171.200000000001
17,23.0,3.0,6.0,12.0,0,9,Alor Setar,Power Grid Corp,742,7.9,5861.8
9,22.0,0.0,3.0,1.0,0,1,Seremban,SJVN Ltd.,237,7.4,1753.8000000000002
14,23.0,0.0,6.0,1.0,0,6,Kuching,Jaiprakash Power,376,9.3,3496.8
6,21.0,3.0,12.0,1.0,0,10,Johor Bahru,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",390,8.1,3159.0
17,22.0,2.0,5.0,1.0,0,6,Petaling Jaya,Guj Ind Power,449,9.1,4085.9
17,23.0,0.0,17.0,12.0,0,12,Kuantan,NHPC,625,8.9,5562.5
7,20.0,2.0,11.0,1.0,0,4,Klang,Sunil Hitech Eng,414,8.3,3436.2000000000003
8,23.0,0.0,5.0,7.0,0,11,Kota Kinabalu,Sterlite Power Transmission Ltd,278,8.4,2335.2000000000003
17,23.0,2.0,22.0,1.0,0,9,Kuching,Indowind Energy,691,9.3,6426.3
17,22.0,0.0,10.0,1.0,0,3,Batu Pahat,TransRail Lighting,597,8.8,5253.6
12,23.0,2.0,5.0,12.0,0,12,Seremban,JSW Energy Ltd.,459,7.4,3396.6000000000004
23,22.0,0.0,11.0,12.0,0,2,Alor Setar,JSW Energy Ltd.,408,7.9,3223.2000000000003
7,17.0,2.0,21.0,1.0,0,9,Kuching,Adani Power Ltd.,607,9.3,5645.1
22,22.0,1.0,11.0,1.0,0,3,Johor Bahru,Bonfiglioli Transmission Pvt. Ltd.,570,8.1,4617.0
19,23.0,3.0,12.0,1.0,0,8,Kota Kinabalu,Unitech Power Transmission Ltd.,465,8.4,3906.0
10,18.0,2.0,22.0,1.0,0,4,Kuching,Torrent Power Ltd.,486,9.3,4519.8
9,21.0,3.0,20.0,1.0,0,5,Batu Pahat,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",678,8.8,5966.400000000001
7,18.0,2.0,19.0,1.0,0,3,Kuala Terengganu,Orient Green,557,9.2,5124.4
20,22.0,2.0,20.0,12.0,0,12,Melaka,Kalpataru Power,814,8.5,6919.0
9,19.0,3.0,5.0,1.0,0,5,Kuantan,Jyoti Structure,533,8.9,4743.7
7,18.0,2.0,14.0,1.0,0,1,Batu Pahat,Power Grid Corp,312,8.8,2745.6000000000004
11,23.0,0.0,17.0,1.0,0,5,Kuala Lumpur,Tata Power Company Ltd.,607,8.7,5280.9
5,20.0,2.0,13.0,7.0,0,11,Shah Alam,NHPC,497,7.7,3826.9
19,23.0,1.0,4.0,1.0,0,11,Petaling Jaya,JSW Energy Ltd.,528,9.1,4804.8
17,22.0,1.0,12.0,12.0,0,10,Kota Kinabalu,Indowind Energy,529,8.4,4443.6
22,23.0,0.0,13.0,1.0,0,4,Muar,NTPC Pvt. Ltd.,488,8.2,4001.6
16,22.0,0.0,11.0,1.0,0,8,Kota Kinabalu,NHPC,565,8.4,4746.0
19,23.0,1.0,20.0,1.0,0,7,Seremban,Reliance Power,688,7.4,5091.2
9,23.0,1.0,13.0,1.0,0,1,Petaling Jaya,L&T Transmission & Distribution,526,9.1,4786.599999999999
9,21.0,2.0,14.0,1.0,0,7,Shah Alam,Jaiprakash Power,582,7.7,4481.400000000001
22,23.0,0.0,10.0,1.0,0,12,Johor Bahru,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,624,8.1,5054.4
10,19.0,2.0,7.0,1.0,0,3,Kota Kinabalu,GE T&D India Limited,429,8.4,3603.6
6,22.0,2.0,15.0,1.0,0,4,Johor Bahru,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",451,8.1,3653.1
18,23.0,0.0,19.0,1.0,0,8,Melaka,Torrent Power Ltd.,433,8.5,3680.5
13,22.0,0.0,15.0,12.0,0,1,Shah Alam,Jaiprakash Power,624,7.7,4804.8
5,20.0,2.0,22.0,1.0,0,2,Alor Setar,Neueon Towers / Sujana Towers Ltd.,507,7.9,4005.3
22,23.0,2.0,22.0,1.0,0,4,Kuantan,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",777,8.9,6915.3
17,23.0,0.0,21.0,1.0,0,1,Klang,NHPC,522,8.3,4332.6
16,22.0,1.0,12.0,12.0,0,11,Johor Bahru,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,526,8.1,4260.599999999999
10,20.0,1.0,18.0,1.0,0,1,Kota Kinabalu,Optibelt Power Transmission India Private Limited,458,8.4,3847.2
17,22.0,2.0,16.0,1.0,0,6,Shah Alam,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",516,7.7,3973.2
11,23.0,2.0,5.0,12.0,0,10,Shah Alam,Power Grid Corp,572,7.7,4404.400000000001
15,22.0,1.0,15.0,1.0,0,12,Kuala Terengganu,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",409,9.2,3762.8
9,20.0,0.0,16.0,1.0,0,7,Subang Jaya,Sterlite Power Transmission Ltd,413,7.8,3221.4
23,23.0,0.0,17.0,1.0,0,9,Klang,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",618,8.3,5129.400000000001
14,23.0,0.0,5.0,1.0,0,10,Klang,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),528,8.3,4382.400000000001
11,23.0,3.0,8.0,1.0,0,1,Batu Pahat,NHPC,461,8.8,4056.8
20,23.0,3.0,13.0,1.0,0,1,Kota Kinabalu,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,520,8.4,4368.0
20,22.0,0.0,19.0,1.0,0,5,Batu Pahat,Sterlite Power Transmission Ltd,431,8.8,3792.8
13,22.0,3.0,4.0,1.0,0,2,Alor Setar,Orient Green,358,7.9,2828.2000000000003
5,23.0,1.0,15.0,1.0,0,6,Shah Alam,Torrent Power Ltd.,351,7.7,2702.7000000000003
15,23.0,2.0,22.0,1.0,0,8,Seremban,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",630,7.4,4662.0
6,22.0,2.0,18.0,1.0,0,11,Johor Bahru,Jaiprakash Power,524,8.1,4244.4
12,22.0,0.0,3.0,1.0,0,9,Petaling Jaya,NHPC,308,9.1,2802.8
10,19.0,1.0,11.0,1.0,0,3,Alor Setar,L&T Transmission & Distribution,442,7.9,3491.8
15,22.0,0.0,20.0,1.0,0,12,Ipoh,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",571,7.6,4339.599999999999
18,23.0,1.0,6.0,1.0,0,9,Petaling Jaya,Torrent Power Ltd.,582,9.1,5296.2
19,22.0,2.0,10.0,1.0,0,8,Kuantan,Guj Ind Power,661,8.9,5882.900000000001
6,23.0,3.0,17.0,1.0,0,7,Kuala Lumpur,Bonfiglioli Transmission Pvt. Ltd.,607,8.7,5280.9
20,22.0,3.0,11.0,1.0,0,5,Klang,CESC,666,8.3,5527.8
19,22.0,3.0,5.0,12.0,0,10,Seremban,Sterlite Power Transmission Ltd,539,7.4,3988.6
18,22.0,0.0,5.0,12.0,0,6,Kuantan,GE T&D India Limited,504,8.9,4485.6
8,17.0,1.0,16.0,1.0,0,6,Johor Bahru,Orient Green,292,8.1,2365.2
20,22.0,2.0,9.0,1.0,0,2,Kuala Lumpur,NTPC Pvt. Ltd.,552,8.7,4802.4
17,23.0,0.0,22.0,1.0,0,6,Kota Kinabalu,Guj Ind Power,701,8.4,5888.400000000001
5,23.0,3.0,5.0,7.0,0,6,Kuala Terengganu,Orient Green,400,9.2,3680.0
12,22.0,2.0,12.0,1.0,0,3,Kuantan,Reliance Power,384,8.9,3417.6000000000004
7,18.0,2.0,22.0,1.0,0,5,Klang,NHPC,590,8.3,4897.0
22,23.0,3.0,13.0,1.0,0,4,Kota Kinabalu,KEC International,701,8.4,5888.400000000001
23,22.0,0.0,19.0,1.0,0,1,Kuala Lumpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,661,8.7,5750.7
8,23.0,1.0,12.0,1.0,0,6,Alor Setar,NHPC,384,7.9,3033.6000000000004
22,22.0,2.0,14.0,1.0,0,1,Petaling Jaya,Kalpataru Power,499,9.1,4540.9
14,23.0,0.0,13.0,1.0,0,3,Alor Setar,Indowind Energy,499,7.9,3942.1
15,23.0,2.0,6.0,1.0,0,6,Kota Kinabalu,NLC India,507,8.4,4258.8
22,22.0,3.0,21.0,1.0,0,10,Seremban,Reliance Power,795,7.4,5883.0
6,21.0,2.0,21.0,7.0,0,1,Seremban,JSW Energy Ltd.,547,7.4,4047.8
21,23.0,3.0,11.0,1.0,0,6,Kuala Terengganu,Reliance Power,462,9.2,4250.4
10,18.0,0.0,13.0,1.0,0,3,Seremban,GE T&D India Limited,346,7.4,2560.4
15,23.0,0.0,18.0,1.0,0,3,Melaka,Indowind Energy,425,8.5,3612.5
22,23.0,3.0,21.0,1.0,0,3,Ipoh,Bonfiglioli Transmission Pvt. Ltd.,707,7.6,5373.2
15,22.0,1.0,13.0,12.0,0,11,Kota Kinabalu,NTPC Pvt. Ltd.,543,8.4,4561.2
17,22.0,2.0,8.0,1.0,0,6,Batu Pahat,TransRail Lighting,442,8.8,3889.6
